,0
67083,1
67084,15
67085,1
67086,1
67087,1
67088,20
67089,1
67090,85
67091,1
67092,8
67093,1
67094,1
67095,1
67096,83
67097,1
67098,27
67099,1
67100,13
67101,1
67102,1
67103,1
67104,8
67105,1
67106,9
67107,1
67108,5
67109,1
67110,4
67111,1
67112,7
67113,1
67114,2
67115,1
67116,9
67117,1
67118,9
67119,1
67120,287
67121,1
67122,72
67123,1
67124,71
67125,1
67126,1
67127,1
67128,5
67129,1
67130,8
67131,1
67132,24
67133,1
67134,15
67135,1
67136,10
67137,1
67138,10
67139,1
67140,1
67141,1
67142,16
67143,1
67144,2
67145,1
67146,5
67147,1
67148,100
67149,1
67150,44
67151,1
67152,148
67153,1
67154,36
67155,1
67156,9
67157,1
67158,433
67159,1
67160,80
67161,1
67162,55
67163,1
67164,1
67165,1
67166,29
67167,1
67168,221
67169,1
67170,4
67171,1
67172,51
67173,1
67174,63
67175,1
67176,10
67177,1
67178,14
67179,1
67180,38
67181,1
67182,1
67183,1
67184,10
67185,1
67186,31
67187,1
67188,9
67189,1
67190,28
67191,1
67192,120
67193,1
67194,130
67195,1
67196,7
67197,1
67198,2
67199,1
67200,42
67201,1
67202,100
67203,1
67204,37
67205,1
67206,24
67207,1
67208,28
67209,1
67210,138
67211,1
67212,1
67213,1
67214,14
67215,1
67216,3
67217,1
67218,6
67219,1
67220,100
67221,1
67222,14
67223,1
67224,31
67225,1
67226,13
67227,1
67228,37
67229,1
67230,210
67231,1
67232,2360
67233,1
67234,2
67235,1
67236,166
67237,1
67238,16
67239,1
67240,13
67241,1
67242,51
67243,1
67244,29
67245,1
67246,5
67247,1
67248,8
67249,1
67250,2
67251,1
67252,20
67253,1
67254,39
67255,1
67256,9
67257,1
67258,140
67259,1
67260,33
67261,1
67262,62
67263,1
67264,1
67265,1
67266,13
67267,1
67268,12
67269,1
67270,31
67271,1
67272,54
67273,1
67274,263
67275,1
67276,32
67277,1
67278,4
67279,1
67280,11
67281,1
67282,1
67283,1
67284,5327
67285,1
67286,1
67287,1
67288,6
67289,1
67290,2
67291,1
67292,14
67293,1
67294,6
67295,1
67296,5
67297,1
67298,36
67299,1
67300,184
67301,1
67302,7
67303,1
67304,16
67305,1
67306,18
67307,1
67308,6
67309,1
67310,10
67311,1
67312,17
67313,1
67314,35
67315,1
67316,3
67317,1
67318,2
67319,1
67320,20
67321,1
67322,96
67323,1
67324,5
67325,1
67326,20
67327,1
67328,48
67329,1
67330,11
67331,1
67332,96
67333,1
67334,50
67335,1
67336,16
67337,1
67338,122
67339,1
67340,3
67341,1
67342,3
67343,1
67344,4
67345,1
67346,2
67347,1
67348,4
67349,1
67350,10
67351,1
67352,32
67353,1
67354,41
67355,1
67356,8
67357,1
67358,8
67359,1
67360,47
67361,1
67362,34
67363,1
67364,102
67365,1
67366,64
67367,1
67368,1
67369,1
67370,10
67371,1
67372,51
67373,1
67374,21
67375,1
67376,10
67377,1
67378,54
67379,1
67380,1
67381,1
67382,169
67383,1
67384,60
67385,1
67386,3
67387,1
67388,50
67389,1
67390,23
67391,1
67392,35
67393,1
67394,65
67395,1
67396,27
67397,1
67398,44
67399,1
67400,2
67401,1
67402,43
67403,1
67404,13
67405,1
67406,50
67407,1
67408,12
67409,1
67410,1
67411,1
67412,79
67413,1
67414,23
67415,1
67416,6
67417,1
67418,1
67419,1
67420,14
67421,1
67422,22
67423,1
67424,15
67425,1
67426,59
67427,1
67428,23
67429,1
67430,3
67431,1
67432,43
67433,1
67434,12
67435,1
67436,39
67437,1
67438,18
67439,1
67440,3
67441,1
67442,1
67443,1
67444,4
67445,1
67446,24
67447,1
67448,78
67449,1
67450,65
67451,1
67452,500
67453,1
67454,52
67455,1
67456,45
67457,1
67458,18
67459,1
67460,62
67461,1
67462,11
67463,1
67464,22
67465,1
67466,50
67467,1
67468,24
67469,1
67470,13
67471,1
67472,81
67473,1
67474,5
67475,1
67476,47
67477,1
67478,12
67479,1
67480,87
67481,1
67482,10
67483,1
67484,3
67485,1
67486,15
67487,1
67488,11
67489,1
67490,27
67491,1
67492,19
67493,1
67494,1
67495,1
67496,32
67497,1
67498,14
67499,1
67500,10
67501,1
67502,39
67503,1
67504,396
67505,1
67506,25
67507,1
67508,53
67509,1
67510,55
67511,1
67512,6
67513,1
67514,248
67515,1
67516,17
67517,1
67518,9
67519,1
67520,9
67521,1
67522,16
67523,1
67524,2
67525,1
67526,30
67527,1
67528,1
67529,1
67530,14
67531,1
67532,1
67533,1
67534,3
67535,1
67536,1
67537,1
67538,1
67539,1
67540,25
67541,1
67542,6
67543,1
67544,4
67545,1
67546,12
67547,1
67548,4
67549,1
67550,10
67551,1
67552,1
67553,1
67554,8
67555,1
67556,60
67557,1
67558,162
67559,1
67560,39
67561,1
67562,39
67563,1
67564,59
67565,1
67566,12
67567,1
67568,1
67569,1
67570,20
67571,1
67572,5
67573,1
67574,40
67575,1
67576,7
67577,1
67578,31
67579,1
67580,68
67581,1
67582,23
67583,1
67584,45
67585,1
67586,1
67587,1
67588,50
67589,1
67590,1
67591,1
67592,36
67593,1
67594,3
67595,1
67596,32
67597,1
67598,9
67599,1
67600,4
67601,1
67602,17
67603,1
67604,6
67605,1
67606,7
67607,1
67608,16
67609,1
67610,11
67611,1
67612,19
67613,1
67614,10
67615,1
67616,24
67617,1
67618,3
67619,1
67620,64
67621,1
67622,953
67623,1
67624,54
67625,1
67626,10
67627,1
67628,54
67629,1
67630,15
67631,1
67632,1
67633,1
67634,15
67635,1
67636,1
67637,1
67638,19
67639,1
67640,1
67641,1
67642,294
67643,1
67644,64
67645,1
67646,50
67647,1
67648,5
67649,1
67650,10
67651,1
67652,2
67653,1
67654,1
67655,1
67656,47
67657,1
67658,1
67659,1
67660,9
67661,1
67662,2
67663,1
67664,7
67665,1
67666,904
67667,1
67668,4
67669,1
67670,9
67671,1
67672,7
67673,1
67674,43
67675,1
67676,1
67677,1
67678,31
67679,1
67680,8
67681,1
67682,22
67683,1
67684,11
67685,1
67686,10
67687,1
67688,10
67689,1
67690,29
67691,1
67692,1
67693,1
67694,5
67695,1
67696,48
67697,1
67698,1
67699,1
67700,32
67701,1
67702,15
67703,1
67704,27
67705,1
67706,1
67707,1
67708,48
67709,1
67710,1000
67711,1
67712,202
67713,1
67714,87
67715,1
67716,8
67717,1
67718,17
67719,1
67720,15
67721,1
67722,42
67723,1
67724,2
67725,1
67726,2
67727,1
67728,25
67729,1
67730,30
67731,1
67732,203
67733,1
67734,1
67735,1
67736,128
67737,1
67738,8
67739,1
67740,40
67741,1
67742,75
67743,1
67744,3
67745,1
67746,35
67747,1
67748,14
67749,1
67750,78
67751,1
67752,4
67753,1
67754,1
67755,1
67756,91
67757,1
67758,51
67759,1
67760,20
67761,1
67762,10
67763,1
67764,30
67765,1
67766,8
67767,1
67768,1
67769,1
67770,64
67771,1
67772,1
67773,1
67774,2
67775,1
67776,8
67777,1
67778,5
67779,1
67780,1
67781,1
67782,25
67783,1
67784,1
67785,1
67786,84
67787,1
67788,10
67789,1
67790,1
67791,1
67792,31
67793,1
67794,1024
67795,1
67796,71
67797,1
67798,11
67799,1
67800,10
67801,1
67802,18
67803,1
67804,47
67805,1
67806,97
67807,1
67808,50
67809,1
67810,13
67811,1
67812,26
67813,1
67814,10
67815,1
67816,50
67817,1
67818,4
67819,1
67820,4
67821,1
67822,12
67823,1
67824,4
67825,1
67826,14
67827,1
67828,4
67829,1
67830,17
67831,1
67832,12
67833,1
67834,1
67835,1
67836,77
67837,1
67838,33
67839,1
67840,6
67841,1
67842,8
67843,1
67844,1
67845,1
67846,38
67847,1
67848,100
67849,1
67850,2
67851,1
67852,71
67853,1
67854,52
67855,1
67856,1
67857,1
67858,45
67859,1
67860,6
67861,1
67862,50
67863,1
67864,19
67865,1
67866,18
67867,1
67868,224
67869,1
67870,3
67871,1
67872,10
67873,1
67874,15
67875,1
67876,100
67877,1
67878,16
67879,1
67880,20
67881,1
67882,25
67883,1
67884,42
67885,1
67886,30
67887,1
67888,75
67889,1
67890,21
67891,1
67892,10
67893,1
67894,13
67895,1
67896,15
67897,1
67898,239
67899,1
67900,19
67901,1
67902,5
67903,1
67904,1
67905,1
67906,83
67907,1
67908,4
67909,1
67910,5
67911,1
67912,22
67913,1
67914,23
67915,1
67916,45
67917,1
67918,8
67919,1
67920,1
67921,1
67922,10
67923,1
67924,4
67925,1
67926,49
67927,1
67928,50
67929,1
67930,5
67931,1
67932,70
67933,1
67934,509
67935,1
67936,8
67937,1
67938,1
67939,1
67940,21
67941,1
67942,12
67943,1
67944,100
67945,1
67946,39
67947,1
67948,15
67949,1
67950,71
67951,1
67952,10
67953,1
67954,22
67955,1
67956,9
67957,1
67958,5
67959,1
67960,63
67961,1
67962,23
67963,1
67964,7
67965,1
67966,116
67967,1
67968,23
67969,1
67970,103
67971,1
67972,11
67973,1
67974,1
67975,1
67976,15
67977,1
67978,1
67979,1
67980,10
67981,1
67982,54
67983,1
67984,100
67985,1
67986,11
67987,1
67988,17
67989,1
67990,2
67991,1
67992,21
67993,1
67994,11
67995,1
67996,29
67997,1
67998,5
67999,1
68000,28
68001,1
68002,637
68003,1
68004,1
68005,1
68006,18
68007,1
68008,10
68009,1
68010,2
68011,1
68012,10
68013,1
68014,12
68015,1
68016,112
68017,1
68018,27
68019,1
68020,4
68021,1
68022,5
68023,1
68024,76
68025,1
68026,41
68027,1
68028,7
68029,1
68030,14
68031,1
68032,24
68033,1
68034,16
68035,1
68036,1
68037,1
68038,24
68039,1
68040,136
68041,1
68042,8
68043,1
68044,3
68045,1
68046,1
68047,1
68048,1
68049,1
68050,88
68051,1
68052,10
68053,1
68054,2
68055,1
68056,75
68057,1
68058,34
68059,1
68060,19
68061,1
68062,3
68063,1
68064,4
68065,1
68066,30
68067,1
68068,20
68069,1
68070,111
68071,1
68072,27
68073,1
68074,10
68075,1
68076,38
68077,1
68078,11
68079,1
68080,100
68081,1
68082,2
68083,1
68084,38
68085,1
68086,18
68087,1
68088,5
68089,1
68090,94
68091,1
68092,63
68093,1
68094,47
68095,1
68096,100
68097,1
68098,175
68099,1
68100,71
68101,1
68102,42
68103,1
68104,24
68105,1
68106,1
68107,1
68108,60
68109,1
68110,21
68111,1
68112,8
68113,1
68114,180
68115,1
68116,11
68117,1
68118,24
68119,1
68120,15
68121,1
68122,47
68123,1
68124,7
68125,1
68126,3
68127,1
68128,70
68129,1
68130,93
68131,1
68132,23
68133,1
68134,7
68135,1
68136,12
68137,1
68138,18
68139,1
68140,5
68141,1
68142,7
68143,1
68144,9
68145,1
68146,10
68147,1
68148,5
68149,1
68150,1
68151,1
68152,38
68153,1
68154,133
68155,1
68156,276
68157,1
68158,20
68159,1
68160,11
68161,1
68162,11
68163,1
68164,25
68165,1
68166,34
68167,1
68168,991
68169,1
68170,6
68171,1
68172,20
68173,1
68174,1
68175,1
68176,9
68177,1
68178,1
68179,1
68180,10
68181,1
68182,1
68183,1
68184,14
68185,1
68186,72
68187,1
68188,12
68189,1
68190,6
68191,1
68192,24
68193,1
68194,11
68195,1
68196,157
68197,1
68198,6
68199,1
68200,9
68201,1
68202,20
68203,1
68204,11
68205,1
68206,5
68207,1
68208,25
68209,1
68210,9
68211,1
68212,1
68213,1
68214,2
68215,1
68216,14
68217,1
68218,1
68219,1
68220,4
68221,1
68222,12
68223,1
68224,3
68225,1
68226,79
68227,1
68228,100
68229,1
68230,22
68231,1
68232,6
68233,1
68234,106
68235,1
68236,8
68237,1
68238,14
68239,1
68240,30
68241,1
68242,33
68243,1
68244,61
68245,1
68246,17
68247,1
68248,10
68249,1
68250,1
68251,1
68252,13
68253,1
68254,35
68255,1
68256,10
68257,1
68258,2
68259,1
68260,18
68261,1
68262,10
68263,1
68264,5
68265,1
68266,1
68267,1
68268,16
68269,1
68270,25
68271,1
68272,5
68273,1
68274,16
68275,1
68276,250
68277,1
68278,24
68279,1
68280,2
68281,1
68282,6
68283,1
68284,750
68285,1
68286,15
68287,1
68288,27
68289,1
68290,1
68291,1
68292,0
68293,1
68294,1
68295,1
68296,4
68297,1
68298,18
68299,1
68300,50
68301,1
68302,72
68303,1
68304,40
68305,1
68306,6
68307,1
68308,1
68309,1
68310,58
68311,1
68312,7
68313,1
68314,20
68315,1
68316,18
68317,1
68318,14
68319,1
68320,1
68321,1
68322,1
68323,1
68324,2
68325,1
68326,17
68327,1
68328,36
68329,1
68330,69
68331,1
68332,19
68333,1
68334,1
68335,1
68336,10
68337,1
68338,8
68339,1
68340,4
68341,1
68342,1
68343,1
68344,1
68345,1
68346,3
68347,1
68348,2
68349,1
68350,5
68351,1
68352,7
68353,1
68354,7
68355,1
68356,34
68357,1
68358,2
68359,1
68360,39
68361,1
68362,1
68363,1
68364,24
68365,1
68366,4
68367,1
68368,23
68369,1
68370,14
68371,1
68372,24
68373,1
68374,5
68375,1
68376,92
68377,1
68378,5
68379,1
68380,10
68381,1
68382,55
68383,1
68384,10
68385,1
68386,148
68387,1
68388,10
68389,1
68390,3
68391,1
68392,2
68393,1
68394,7
68395,1
68396,11
68397,1
68398,30
68399,1
68400,7
68401,1
68402,44
68403,1
68404,1
68405,1
68406,22
68407,1
68408,59
68409,1
68410,2
68411,1
68412,48
68413,1
68414,354
68415,1
68416,3
68417,1
68418,9
68419,1
68420,10
68421,1
68422,4
68423,1
68424,35
68425,1
68426,12
68427,1
68428,1
68429,1
68430,180
68431,1
68432,4
68433,1
68434,8
68435,1
68436,14
68437,1
68438,8
68439,1
68440,12
68441,1
68442,18
68443,1
68444,13
68445,1
68446,50
68447,1
68448,9
68449,1
68450,3
68451,1
68452,132
68453,1
68454,17
68455,1
68456,16
68457,1
68458,154
68459,1
68460,2
68461,1
68462,92
68463,1
68464,6
68465,1
68466,19
68467,1
68468,100
68469,1
68470,37
68471,1
68472,1
68473,1
68474,4
68475,1
68476,7
68477,1
68478,4
68479,1
68480,4
68481,1
68482,96
68483,1
68484,8
68485,1
68486,78
68487,1
68488,15
68489,1
68490,161
68491,1
68492,7
68493,1
68494,12
68495,1
68496,22
68497,1
68498,13
68499,1
68500,25
68501,1
68502,1
68503,1
68504,15
68505,1
68506,26
68507,1
68508,9
68509,1
68510,46
68511,1
68512,21
68513,1
68514,10
68515,1
68516,6
68517,1
68518,4
68519,1
68520,5
68521,1
68522,95
68523,1
68524,3
68525,1
68526,227
68527,1
68528,10
68529,1
68530,17
68531,1
68532,7
68533,1
68534,10
68535,1
68536,1
68537,1
68538,8
68539,1
68540,1
68541,1
68542,14
68543,1
68544,10
68545,1
68546,10
68547,1
68548,21
68549,1
68550,5
68551,1
68552,4
68553,1
68554,2
68555,1
68556,6
68557,1
68558,9
68559,1
68560,18
68561,1
68562,41
68563,1
68564,31
68565,1
68566,28
68567,1
68568,1
68569,1
68570,10
68571,1
68572,11
68573,1
68574,52
68575,1
68576,20
68577,1
68578,73
68579,1
68580,11
68581,1
68582,60
68583,1
68584,14
68585,1
68586,20
68587,1
68588,166
68589,1
68590,10
68591,1
68592,13
68593,1
68594,18
68595,1
68596,2
68597,1
68598,28
68599,1
68600,13
68601,1
68602,33
68603,1
68604,12
68605,1
68606,16
68607,1
68608,3
68609,1
68610,6
68611,1
68612,16
68613,1
68614,1
68615,1
68616,6
68617,1
68618,10
68619,1
68620,18
68621,1
68622,5
68623,1
68624,20
68625,1
68626,26
68627,1
68628,12
68629,1
68630,33
68631,1
68632,14
68633,1
68634,14
68635,1
68636,5
68637,1
68638,14
68639,1
68640,4
68641,1
68642,31
68643,1
68644,6
68645,1
68646,15
68647,1
68648,2
68649,1
68650,1
68651,1
68652,105
68653,1
68654,51
68655,1
68656,25
68657,1
68658,38
68659,1
68660,8
68661,1
68662,75
68663,1
68664,1
68665,1
68666,159
68667,1
68668,229
68669,1
68670,100
68671,1
68672,147
68673,1
68674,1
68675,1
68676,312
68677,1
68678,13
68679,1
68680,10
68681,1
68682,50
68683,1
68684,5
68685,1
68686,24
68687,1
68688,50
68689,1
68690,8
68691,1
68692,173
68693,1
68694,8
68695,1
68696,10
68697,1
68698,10
68699,1
68700,8
68701,1
68702,149
68703,1
68704,1
68705,1
68706,44
68707,1
68708,7
68709,1
68710,17
68711,1
68712,187
68713,1
68714,11
68715,1
68716,16
68717,1
68718,18
68719,1
68720,14
68721,1
68722,10
68723,1
68724,1
68725,1
68726,1
68727,1
68728,31
68729,1
68730,3
68731,1
68732,28
68733,1
68734,21
68735,1
68736,6
68737,1
68738,20
68739,1
68740,1
68741,1
68742,9
68743,1
68744,12
68745,1
68746,2
68747,1
68748,17
68749,1
68750,84
68751,1
68752,79
68753,1
68754,347
68755,1
68756,3
68757,1
68758,29
68759,1
68760,12
68761,1
68762,12
68763,1
68764,112
68765,1
68766,2
68767,1
68768,83
68769,1
68770,26
68771,1
68772,10
68773,1
68774,1
68775,1
68776,20
68777,1
68778,4
68779,1
68780,2
68781,1
68782,5
68783,1
68784,13
68785,1
68786,41
68787,1
68788,2
68789,1
68790,175
68791,1
68792,1
68793,1
68794,9
68795,1
68796,9
68797,1
68798,21
68799,1
68800,26
68801,1
68802,23
68803,1
68804,60
68805,1
68806,1
68807,1
68808,10
68809,1
68810,41
68811,1
68812,3
68813,1
68814,6
68815,1
68816,2
68817,1
68818,44
68819,1
68820,1
68821,1
68822,69
68823,1
68824,1
68825,1
68826,17
68827,1
68828,21
68829,1
68830,100
68831,1
68832,20
68833,1
68834,2
68835,1
68836,93
68837,1
68838,11
68839,1
68840,11
68841,1
68842,6
68843,1
68844,425
68845,1
68846,14
68847,1
68848,5
68849,1
68850,93
68851,1
68852,18
68853,1
68854,6
68855,1
68856,103
68857,1
68858,10
68859,1
68860,9
68861,1
68862,19
68863,1
68864,73
68865,1
68866,12
68867,1
68868,153
68869,1
68870,582
68871,1
68872,10
68873,1
68874,3
68875,1
68876,6
68877,1
68878,10
68879,1
68880,8
68881,1
68882,13
68883,1
68884,1
68885,1
68886,104
68887,1
68888,6
68889,1
68890,49
68891,1
68892,10
68893,1
68894,12
68895,1
68896,4
68897,1
68898,1
68899,1
68900,7
68901,1
68902,1
68903,1
68904,33
68905,1
68906,30
68907,1
68908,4
68909,1
68910,101
68911,1
68912,4
68913,1
68914,120
68915,1
68916,5
68917,1
68918,11
68919,1
68920,24
68921,1
68922,139
68923,1
68924,105
68925,1
68926,1
68927,1
68928,83
68929,1
68930,9
68931,1
68932,15
68933,1
68934,13
68935,1
68936,1
68937,1
68938,10
68939,1
68940,1
68941,1
68942,21
68943,1
68944,1
68945,1
68946,3
68947,1
68948,1
68949,1
68950,33
68951,1
68952,9
68953,1
68954,4
68955,1
68956,81
68957,1
68958,2
68959,1
68960,24
68961,1
68962,451
68963,1
68964,7
68965,1
68966,190
68967,1
68968,11
68969,1
68970,1
68971,1
68972,4
68973,1
68974,10
68975,1
68976,24
68977,1
68978,31
68979,1
68980,10
68981,1
68982,246
68983,1
68984,9
68985,1
68986,3
68987,1
68988,24
68989,1
68990,19
68991,1
68992,15
68993,1
68994,1
68995,1
68996,16
68997,1
68998,50
68999,1
69000,36
69001,1
69002,21
69003,1
69004,240
69005,1
69006,9
69007,1
69008,4
69009,1
69010,23
69011,1
69012,15
69013,1
69014,5
69015,1
69016,75
69017,1
69018,50
69019,1
69020,1
69021,1
69022,120
69023,1
69024,15
69025,1
69026,3
69027,1
69028,6
69029,1
69030,12
69031,1
69032,1
69033,1
69034,10
69035,1
69036,43
69037,1
69038,25
69039,1
69040,77
69041,1
69042,10
69043,1
69044,20
69045,1
69046,53
69047,1
69048,14
69049,1
69050,10
69051,1
69052,22
69053,1
69054,140
69055,1
69056,85
69057,1
69058,7
69059,1
69060,10
69061,1
69062,10
69063,1
69064,45
69065,1
69066,148
69067,1
69068,1
69069,1
69070,11
69071,1
69072,427
69073,1
69074,36
69075,1
69076,1
69077,1
69078,145
69079,1
69080,17
69081,1
69082,3
69083,1
69084,2
69085,1
69086,8
69087,1
69088,18
69089,1
69090,319
69091,1
69092,200
69093,1
69094,135
69095,1
69096,29
69097,1
69098,15
69099,1
69100,40
69101,1
69102,23
69103,1
69104,4
69105,1
69106,23
69107,1
69108,10
69109,1
69110,22
69111,1
69112,1
69113,1
69114,9
69115,1
69116,10
69117,1
69118,7
69119,1
69120,1
69121,1
69122,20
69123,1
69124,13
69125,1
69126,50
69127,1
69128,40
69129,1
69130,22
69131,1
69132,46
69133,1
69134,110
69135,1
69136,19
69137,1
69138,20
69139,1
69140,2
69141,1
69142,30
69143,1
69144,1
69145,1
69146,6
69147,1
69148,8
69149,1
69150,18
69151,1
69152,6
69153,1
69154,66
69155,1
69156,8
69157,1
69158,17
69159,1
69160,15
69161,1
69162,7
69163,1
69164,11
69165,1
69166,129
69167,1
69168,198
69169,1
69170,149
69171,1
69172,2
69173,1
69174,30
69175,1
69176,28
69177,1
69178,15
69179,1
69180,32
69181,1
69182,11
69183,1
69184,29
69185,1
69186,41
69187,1
69188,1
69189,1
69190,32
69191,1
69192,18
69193,1
69194,29
69195,1
69196,108
69197,1
69198,6
69199,1
69200,80
69201,1
69202,41
69203,1
69204,14
69205,1
69206,4
69207,1
69208,11
69209,1
69210,500
69211,1
69212,20
69213,1
69214,889
69215,1
69216,1
69217,1
69218,137
69219,1
69220,10
69221,1
69222,2
69223,1
69224,10
69225,1
69226,3
69227,1
69228,127
69229,1
69230,26
69231,1
69232,24
69233,1
69234,5
69235,1
69236,8
69237,1
69238,30
69239,1
69240,278
69241,1
69242,5
69243,1
69244,124
69245,1
69246,37
69247,1
69248,25
69249,1
69250,80
69251,1
69252,12
69253,1
69254,5
69255,1
69256,10
69257,1
69258,5
69259,1
69260,26
69261,1
69262,9
69263,1
69264,166
69265,1
69266,780
69267,1
69268,107
69269,1
69270,15
69271,1
69272,9
69273,1
69274,135
69275,1
69276,10
69277,1
69278,130
69279,1
69280,120
69281,1
69282,76
69283,1
69284,10
69285,1
69286,15
69287,1
69288,8
69289,1
69290,18
69291,1
69292,1
69293,1
69294,7
69295,1
69296,7
69297,1
69298,6
69299,1
69300,30
69301,1
69302,8
69303,1
69304,5
69305,1
69306,15
69307,1
69308,10
69309,1
69310,16
69311,1
69312,5
69313,1
69314,68
69315,1
69316,1
69317,1
69318,10
69319,1
69320,7
69321,1
69322,233
69323,1
69324,2
69325,1
69326,4
69327,1
69328,86
69329,1
69330,23
69331,1
69332,21
69333,1
69334,371
69335,1
69336,15
69337,1
69338,7
69339,1
69340,1
69341,1
69342,2
69343,1
69344,6
69345,1
69346,5
69347,1
69348,5
69349,1
69350,10
69351,1
69352,68
69353,1
69354,7
69355,1
69356,59
69357,1
69358,3
69359,1
69360,41
69361,1
69362,10
69363,1
69364,53
69365,1
69366,130
69367,1
69368,50
69369,1
69370,10
69371,1
69372,27
69373,1
69374,103
69375,1
69376,8
69377,1
69378,1
69379,1
69380,4
69381,1
69382,641
69383,1
69384,13
69385,1
69386,10
69387,1
69388,91
69389,1
69390,11
69391,1
69392,263
69393,1
69394,12
69395,1
69396,10
69397,1
69398,18
69399,1
69400,9
69401,1
69402,1
69403,1
69404,67
69405,1
69406,217
69407,1
69408,25
69409,1
69410,8
69411,1
69412,9
69413,1
69414,25
69415,1
69416,21
69417,1
69418,13
69419,1
69420,1
69421,1
69422,153
69423,1
69424,3
69425,1
69426,10
69427,1
69428,6
69429,1
69430,10
69431,1
69432,15
69433,1
69434,71
69435,1
69436,8
69437,1
69438,10
69439,1
69440,63
69441,1
69442,40
69443,1
69444,6
69445,1
69446,10
69447,1
69448,15
69449,1
69450,4
69451,1
69452,10
69453,1
69454,30
69455,1
69456,21
69457,1
69458,22
69459,1
69460,121
69461,1
69462,1
69463,1
69464,11
69465,1
69466,173
69467,1
69468,52
69469,1
69470,1
69471,1
69472,25
69473,1
69474,10
69475,1
69476,8
69477,1
69478,20
69479,1
69480,53
69481,1
69482,1
69483,1
69484,240
69485,1
69486,6
69487,1
69488,70
69489,1
69490,7
69491,1
69492,57
69493,1
69494,38
69495,1
69496,10
69497,1
69498,79
69499,1
69500,10
69501,1
69502,7
69503,1
69504,5
69505,1
69506,4
69507,1
69508,11
69509,1
69510,24
69511,1
69512,191
69513,1
69514,7
69515,1
69516,31
69517,1
69518,23
69519,1
69520,1
69521,1
69522,27
69523,1
69524,1
69525,1
69526,10
69527,1
69528,1
69529,1
69530,54
69531,1
69532,1
69533,1
69534,9
69535,1
69536,15
69537,1
69538,9
69539,1
69540,286
69541,1
69542,471
69543,1
69544,31
69545,1
69546,4
69547,1
69548,8
69549,1
69550,50
69551,1
69552,8
69553,1
69554,20
69555,1
69556,31
69557,1
69558,20
69559,1
69560,6
69561,1
69562,294
69563,1
69564,43
69565,1
69566,23
69567,1
69568,21
69569,1
69570,20
69571,1
69572,44
69573,1
69574,31
69575,1
69576,4
69577,1
69578,7
69579,1
69580,8
69581,1
69582,25
69583,1
69584,2
69585,1
69586,4
69587,1
69588,22
69589,1
69590,17
69591,1
69592,10
69593,1
69594,10
69595,1
69596,23
69597,1
69598,10
69599,1
69600,232
69601,1
69602,121
69603,1
69604,8
69605,1
69606,1
69607,1
69608,25
69609,1
69610,10
69611,1
69612,10
69613,1
69614,459
69615,1
69616,817
69617,1
69618,63
69619,1
69620,8
69621,1
69622,4
69623,1
69624,58
69625,1
69626,65
69627,1
69628,19
69629,1
69630,19
69631,1
69632,6
69633,1
69634,160
69635,1
69636,32
69637,1
69638,8
69639,1
69640,17
69641,1
69642,100
69643,1
69644,17
69645,1
69646,50
69647,1
69648,6
69649,1
69650,6
69651,1
69652,10
69653,1
69654,128
69655,1
69656,10
69657,1
69658,30
69659,1
69660,9
69661,1
69662,22
69663,1
69664,2
69665,1
69666,10
69667,1
69668,59
69669,1
69670,21
69671,1
69672,9
69673,1
69674,27
69675,1
69676,12
69677,1
69678,20
69679,1
69680,17
69681,1
69682,18
69683,1
69684,1
69685,1
69686,1
69687,1
69688,20
69689,1
69690,7
69691,1
69692,27
69693,1
69694,1
69695,1
69696,17
69697,1
69698,16
69699,1
69700,63
69701,1
69702,6
69703,1
69704,21
69705,1
69706,20
69707,1
69708,45
69709,1
69710,4
69711,1
69712,20
69713,1
69714,5
69715,1
69716,8
69717,1
69718,114
69719,1
69720,155
69721,1
69722,26
69723,1
69724,13
69725,1
69726,28
69727,1
69728,10
69729,1
69730,1
69731,1
69732,50
69733,1
69734,162
69735,1
69736,8
69737,1
69738,10
69739,1
69740,3
69741,1
69742,2
69743,1
69744,25
69745,1
69746,9
69747,1
69748,1
69749,1
69750,21
69751,1
69752,21
69753,1
69754,4
69755,1
69756,1
69757,1
69758,12
69759,1
69760,31
69761,1
69762,18
69763,1
69764,8
69765,1
69766,2
69767,1
69768,19
69769,1
69770,15
69771,1
69772,1
69773,1
69774,72
69775,1
69776,7
69777,1
69778,2
69779,1
69780,9
69781,1
69782,4
69783,1
69784,13
69785,1
69786,1
69787,1
69788,10
69789,1
69790,25
69791,1
69792,20
69793,1
69794,11
69795,1
69796,4
69797,1
69798,10
69799,1
69800,10
69801,1
69802,8
69803,1
69804,50
69805,1
69806,20
69807,1
69808,4
69809,1
69810,16
69811,1
69812,4
69813,1
69814,10
69815,1
69816,27
69817,1
69818,16
69819,1
69820,3
69821,1
69822,360
69823,1
69824,14
69825,1
69826,15
69827,1
69828,265
69829,1
69830,1
69831,1
69832,123
69833,1
69834,4
69835,1
69836,1
69837,1
69838,23
69839,1
69840,85
69841,1
69842,19
69843,1
69844,58
69845,1
69846,16
69847,1
69848,8
69849,1
69850,2
69851,1
69852,24
69853,1
69854,135
69855,1
69856,10
69857,1
69858,1
69859,1
69860,13
69861,1
69862,3
69863,1
69864,1
69865,1
69866,10
69867,1
69868,10
69869,1
69870,2
69871,1
69872,86
69873,1
69874,160
69875,1
69876,27
69877,1
69878,438
69879,1
69880,89
